27162,SocialMedia,ozie rowan,Facebook,8313
27163,SocialMedia,nathanial bridgers,Facebook,2394
27164,SocialMedia,clarinda sappington,Instagram,4080
27165,SocialMedia,nathanial bridgers,LinkedIn,2658
27166,SocialMedia,wally zamzow,YouTube,6549
27167,SocialMedia,rodney yale,LinkedIn,7074
27168,SocialMedia,jonas parkerson,Twitter,8172
27169,SocialMedia,alethea shedrick,Instagram,868
27170,SocialMedia,davis calbert,YouTube,7149
27171,SocialMedia,shari damelio,Facebook,687
27172,SocialMedia,vern proto,YouTube,5318
27173,SocialMedia,rodney yale,LinkedIn,4835
27174,SocialMedia,ileen brungardt,YouTube,4276
27175,SocialMedia,alethea shedrick,Facebook,1930
27176,SocialMedia,clarinda sappington,YouTube,3426
27177,SocialMedia,jeri tardy,Twitter,745
27178,SocialMedia,nathanial bridgers,LinkedIn,926
27179,SocialMedia,dot brautigam,Instagram,1776
27180,SocialMedia,jonas parkerson,Twitter,9124
27181,SocialMedia,jonas parkerson,YouTube,5064
27182,SocialMedia,ozie rowan,Facebook,5315
27183,SocialMedia,krystle blas,Facebook,6835
27184,SocialMedia,krystle blas,LinkedIn,3286
27185,SocialMedia,nathanial bridgers,Twitter,3468
27186,SocialMedia,krystle blas,LinkedIn,5468
27187,SocialMedia,vern proto,Twitter,1309
27188,SocialMedia,ozie rowan,Instagram,5947
27189,SocialMedia,ileen brungardt,Facebook,5593
27190,SocialMedia,jean mathena,Instagram,5220
27191,SocialMedia,vern proto,Instagram,4556
27192,SocialMedia,jeri tardy,Twitter,7614
27193,SocialMedia,jonas parkerson,Facebook,6532
27194,SocialMedia,dot brautigam,LinkedIn,4489
27195,SocialMedia,jeri tardy,Instagram,385
27196,SocialMedia,vern proto,YouTube,1466
27197,SocialMedia,ozie rowan,Facebook,6378
27198,SocialMedia,dot brautigam,Instagram,2510
27199,SocialMedia,ozie rowan,Twitter,6239
27200,SocialMedia,wally zamzow,YouTube,8785
27201,SocialMedia,nathanial bridgers,LinkedIn,9905
27202,SocialMedia,mirian scarbrough,Facebook,2338
27203,SocialMedia,jean mathena,LinkedIn,4417
27204,SocialMedia,carlton casaus,Facebook,3272
27205,SocialMedia,jean mathena,Instagram,3744
27206,SocialMedia,dot brautigam,YouTube,6397
27207,SocialMedia,mirian scarbrough,Twitter,3449
27208,SocialMedia,davis calbert,Facebook,928
27209,SocialMedia,alethea shedrick,Instagram,1532
27210,SocialMedia,davis calbert,LinkedIn,8594
27211,SocialMedia,wally zamzow,YouTube,7246
27212,SocialMedia,dot brautigam,Twitter,3120
27213,SocialMedia,alethea shedrick,Facebook,9456
27214,SocialMedia,mirian scarbrough,Twitter,2048
27215,SocialMedia,randal blackshire,YouTube,1524
27216,SocialMedia,clarinda sappington,Twitter,7451
27217,SocialMedia,mirian scarbrough,Facebook,5409
27218,SocialMedia,vern proto,YouTube,5506
27219,SocialMedia,vern proto,LinkedIn,9880
27220,SocialMedia,jeri tardy,Instagram,2844
27221,SocialMedia,ivana stmartin,Instagram,7935
27222,SocialMedia,rodney yale,Facebook,9607
27223,SocialMedia,dot brautigam,Twitter,7306
27224,SocialMedia,jean mathena,LinkedIn,7196
27225,SocialMedia,rodney yale,Twitter,4153
27226,SocialMedia,rodney yale,Instagram,1124
27227,SocialMedia,ozie rowan,Twitter,8194
27228,SocialMedia,ivana stmartin,Instagram,7021
27229,SocialMedia,vern proto,LinkedIn,5804
27230,SocialMedia,krystle blas,Facebook,8025
27231,SocialMedia,ivana stmartin,Facebook,6143
27232,SocialMedia,jean mathena,Twitter,9459
27233,SocialMedia,carlton casaus,Instagram,2996
27234,SocialMedia,jonas parkerson,Twitter,6605
27235,SocialMedia,florance yaeger,YouTube,2785
27236,SocialMedia,rodney yale,Instagram,988
27237,SocialMedia,shari damelio,LinkedIn,6174
27238,SocialMedia,krystle blas,Facebook,8399
27239,SocialMedia,davis calbert,Instagram,5042
27240,SocialMedia,rodney yale,YouTube,9319
27241,SocialMedia,davis calbert,LinkedIn,5358
27242,SocialMedia,randal blackshire,Twitter,5675
27243,SocialMedia,jean mathena,YouTube,411
27244,SocialMedia,krystle blas,Facebook,9283
27245,SocialMedia,jeri tardy,Twitter,4542
27246,SocialMedia,ivana stmartin,Instagram,7793
27247,SocialMedia,wally zamzow,LinkedIn,5293
27248,SocialMedia,clarinda sappington,Facebook,8073
27249,SocialMedia,alethea shedrick,Twitter,8910
27250,SocialMedia,wally zamzow,LinkedIn,8950
27251,SocialMedia,randal blackshire,YouTube,1824
27252,SocialMedia,alethea shedrick,Instagram,7901
27253,SocialMedia,randal blackshire,Facebook,6520
27254,SocialMedia,ozie rowan,LinkedIn,6247
27255,SocialMedia,krystle blas,YouTube,4364
27256,SocialMedia,randal blackshire,Twitter,4275
27257,SocialMedia,alethea shedrick,LinkedIn,1468
27258,SocialMedia,wally zamzow,Facebook,3477
27259,SocialMedia,davis calbert,Facebook,3400
27260,SocialMedia,shari damelio,LinkedIn,7992
27261,SocialMedia,krystle blas,Twitter,5432
27262,SocialMedia,rodney yale,Facebook,6376
27263,SocialMedia,carlton casaus,Twitter,6481
27264,SocialMedia,krystle blas,YouTube,767
27265,SocialMedia,clarinda sappington,Instagram,4012
27266,SocialMedia,randal blackshire,LinkedIn,7383
27267,SocialMedia,nathanial bridgers,Twitter,2987
27268,SocialMedia,mirian scarbrough,Instagram,5308
27269,SocialMedia,dot brautigam,Facebook,7981
27270,SocialMedia,jean mathena,Twitter,7457
27271,SocialMedia,jean mathena,Instagram,3118
27272,SocialMedia,wally zamzow,YouTube,9937
27273,SocialMedia,rodney yale,Instagram,6090
27274,SocialMedia,davis calbert,LinkedIn,1838
27275,SocialMedia,jeri tardy,Twitter,7464
27276,SocialMedia,nathanial bridgers,YouTube,1150
27277,SocialMedia,ozie rowan,Facebook,1772
27278,SocialMedia,florance yaeger,YouTube,7783
27279,SocialMedia,randal blackshire,LinkedIn,4310
27280,SocialMedia,krystle blas,LinkedIn,7931
27281,SocialMedia,vern proto,Twitter,8449
27282,SocialMedia,ozie rowan,Instagram,2088
27283,SocialMedia,mirian scarbrough,YouTube,1071
27284,SocialMedia,davis calbert,YouTube,3903
27285,SocialMedia,jean mathena,LinkedIn,9286
27286,SocialMedia,dot brautigam,Facebook,4465
27287,SocialMedia,vern proto,Twitter,3304
27288,SocialMedia,davis calbert,Instagram,7875
27289,SocialMedia,shari damelio,LinkedIn,9440
27290,SocialMedia,nathanial bridgers,Instagram,5944
27291,SocialMedia,nathanial bridgers,Twitter,5428
27292,SocialMedia,ivana stmartin,LinkedIn,9028
27293,SocialMedia,alethea shedrick,Instagram,155
27294,SocialMedia,krystle blas,Facebook,7945
27295,SocialMedia,nathanial bridgers,Twitter,9633
27296,SocialMedia,ivana stmartin,Facebook,6582
27297,SocialMedia,shari damelio,LinkedIn,4780
27298,SocialMedia,ivana stmartin,Instagram,5635
27299,SocialMedia,carlton casaus,LinkedIn,2144
27300,SocialMedia,ileen brungardt,Twitter,1952
27301,SocialMedia,dot brautigam,Facebook,2111
27302,SocialMedia,ileen brungardt,LinkedIn,8033
27303,SocialMedia,ileen brungardt,YouTube,4706
27304,SocialMedia,davis calbert,Instagram,6494
27305,SocialMedia,ivana stmartin,Twitter,9666
27306,SocialMedia,ozie rowan,Twitter,4330
27307,SocialMedia,ileen brungardt,LinkedIn,5546
27308,SocialMedia,ileen brungardt,Instagram,4261
27309,SocialMedia,ivana stmartin,Facebook,3329
27310,SocialMedia,mirian scarbrough,Instagram,8951
27311,SocialMedia,dot brautigam,Facebook,5895
27312,SocialMedia,florance yaeger,Instagram,1797
27313,SocialMedia,mirian scarbrough,Twitter,9518
27314,SocialMedia,carlton casaus,YouTube,6907
27315,SocialMedia,wally zamzow,Facebook,6812
27316,SocialMedia,dot brautigam,LinkedIn,5486
27317,SocialMedia,ozie rowan,Instagram,1593
27318,SocialMedia,wally zamzow,LinkedIn,2960
27319,SocialMedia,dot brautigam,Twitter,592
27320,SocialMedia,florance yaeger,Facebook,1446
27321,SocialMedia,wally zamzow,YouTube,6229
27322,SocialMedia,ileen brungardt,YouTube,146
27323,SocialMedia,alethea shedrick,Twitter,9365
27324,SocialMedia,rodney yale,Facebook,3945
27325,SocialMedia,vern proto,LinkedIn,8469
27326,SocialMedia,wally zamzow,Instagram,6768
27327,SocialMedia,alethea shedrick,Instagram,7643
27328,SocialMedia,mirian scarbrough,LinkedIn,6125
27329,SocialMedia,ileen brungardt,Twitter,5591
27330,SocialMedia,ivana stmartin,Instagram,8560
27331,SocialMedia,wally zamzow,Facebook,5476
27332,SocialMedia,davis calbert,YouTube,7326
27333,SocialMedia,wally zamzow,Twitter,971
27334,SocialMedia,nathanial bridgers,LinkedIn,5876
27335,SocialMedia,krystle blas,Twitter,7375
27336,SocialMedia,florance yaeger,Facebook,5241
27337,SocialMedia,mirian scarbrough,LinkedIn,461
27338,SocialMedia,jonas parkerson,Instagram,8285
27339,SocialMedia,alethea shedrick,Twitter,2346
27340,SocialMedia,ivana stmartin,LinkedIn,7982
27341,SocialMedia,alethea shedrick,YouTube,9220
27342,SocialMedia,jonas parkerson,Facebook,2533
27343,SocialMedia,randal blackshire,Facebook,6190
27344,SocialMedia,krystle blas,YouTube,8542
27345,SocialMedia,alethea shedrick,YouTube,2105
27346,SocialMedia,carlton casaus,Twitter,6288
27347,SocialMedia,jean mathena,YouTube,6308
27348,SocialMedia,nathanial bridgers,Facebook,5628
27349,SocialMedia,wally zamzow,Instagram,430
27350,SocialMedia,ivana stmartin,LinkedIn,3839
27351,SocialMedia,mirian scarbrough,Facebook,3904
27352,SocialMedia,alethea shedrick,YouTube,5989
27353,SocialMedia,florance yaeger,Facebook,9265
27354,SocialMedia,carlton casaus,LinkedIn,3398
27355,SocialMedia,jonas parkerson,Twitter,6485
27356,SocialMedia,jean mathena,Facebook,4535
27357,SocialMedia,wally zamzow,Instagram,6940
27358,SocialMedia,ileen brungardt,YouTube,7114
27359,SocialMedia,ivana stmartin,YouTube,1035
27360,SocialMedia,mirian scarbrough,Instagram,746
27361,SocialMedia,clarinda sappington,Facebook,4350
27362,SocialMedia,randal blackshire,Twitter,3249
27363,SocialMedia,ivana stmartin,LinkedIn,5625
27364,SocialMedia,rodney yale,Facebook,4232
27365,SocialMedia,vern proto,Instagram,6753
27366,SocialMedia,wally zamzow,YouTube,6929
27367,SocialMedia,jonas parkerson,Twitter,5701
27368,SocialMedia,jeri tardy,LinkedIn,9473
27369,SocialMedia,alethea shedrick,Twitter,7290
27370,SocialMedia,vern proto,LinkedIn,6156
27371,SocialMedia,alethea shedrick,YouTube,8560
27372,SocialMedia,davis calbert,Instagram,729
27373,SocialMedia,nathanial bridgers,Facebook,2080
27374,SocialMedia,dot brautigam,Twitter,6176
27375,SocialMedia,carlton casaus,Twitter,6409
27376,SocialMedia,carlton casaus,YouTube,8831
27377,SocialMedia,carlton casaus,Instagram,4812
27378,SocialMedia,ozie rowan,YouTube,3558
27379,SocialMedia,alethea shedrick,Twitter,4605
27380,SocialMedia,ivana stmartin,Instagram,9995
27381,SocialMedia,jean mathena,Instagram,3708
27382,SocialMedia,mirian scarbrough,Facebook,4143
27383,SocialMedia,ivana stmartin,YouTube,2251
27384,SocialMedia,carlton casaus,Twitter,9313
27385,SocialMedia,krystle blas,LinkedIn,23
27386,SocialMedia,krystle blas,Facebook,32
27387,SocialMedia,nathanial bridgers,Twitter,8262
27388,SocialMedia,randal blackshire,Instagram,8504
27389,SocialMedia,jean mathena,LinkedIn,6156
27390,SocialMedia,ivana stmartin,YouTube,4453
27391,SocialMedia,jonas parkerson,Instagram,3547
27392,SocialMedia,florance yaeger,LinkedIn,3094
27393,SocialMedia,ozie rowan,Twitter,1707
27394,SocialMedia,rodney yale,YouTube,300
27395,SocialMedia,jean mathena,Facebook,6156
27396,SocialMedia,nathanial bridgers,Facebook,7209
27397,SocialMedia,jonas parkerson,YouTube,3833
27398,SocialMedia,florance yaeger,LinkedIn,5220
27399,SocialMedia,randal blackshire,Twitter,475
27400,SocialMedia,florance yaeger,LinkedIn,7410
27401,SocialMedia,davis calbert,Instagram,4457
27402,SocialMedia,jeri tardy,YouTube,5926
27403,SocialMedia,davis calbert,Facebook,3038
27404,SocialMedia,florance yaeger,Twitter,794
27405,SocialMedia,clarinda sappington,LinkedIn,622
27406,SocialMedia,jean mathena,Facebook,5711
27407,SocialMedia,ileen brungardt,YouTube,6441
27408,SocialMedia,vern proto,Twitter,2949
27409,SocialMedia,florance yaeger,LinkedIn,3050
27410,SocialMedia,shari damelio,YouTube,1429
27411,SocialMedia,dot brautigam,Instagram,9971
27412,SocialMedia,clarinda sappington,Twitter,746
27413,SocialMedia,jeri tardy,LinkedIn,8293
27414,SocialMedia,krystle blas,Twitter,4788
27415,SocialMedia,dot brautigam,Instagram,6477
27416,SocialMedia,jeri tardy,LinkedIn,9850
27417,SocialMedia,nathanial bridgers,Facebook,9813
27418,SocialMedia,alethea shedrick,Twitter,7255
27419,SocialMedia,dot brautigam,YouTube,428
27420,SocialMedia,nathanial bridgers,Instagram,6265
27421,SocialMedia,carlton casaus,Instagram,349
27422,SocialMedia,ozie rowan,LinkedIn,5818
27423,SocialMedia,florance yaeger,YouTube,5624
27424,SocialMedia,vern proto,Facebook,9157
27425,SocialMedia,clarinda sappington,YouTube,8767
27426,SocialMedia,clarinda sappington,Twitter,329
27427,SocialMedia,jean mathena,Twitter,2030
27428,SocialMedia,davis calbert,Facebook,6989
27429,SocialMedia,dot brautigam,YouTube,2223
27430,SocialMedia,shari damelio,LinkedIn,3286
27431,SocialMedia,mirian scarbrough,Instagram,4533
27432,SocialMedia,shari damelio,Instagram,5589
27433,SocialMedia,jeri tardy,Twitter,5211
27434,SocialMedia,jonas parkerson,YouTube,7548
27435,SocialMedia,krystle blas,LinkedIn,2955
27436,SocialMedia,ileen brungardt,Facebook,8606
27437,SocialMedia,ivana stmartin,LinkedIn,7396
27438,SocialMedia,wally zamzow,Twitter,6299
27439,SocialMedia,jeri tardy,Facebook,7289
27440,SocialMedia,mirian scarbrough,Instagram,7951
27441,SocialMedia,mirian scarbrough,Twitter,1371
27442,SocialMedia,ileen brungardt,Facebook,8859
27443,SocialMedia,wally zamzow,Twitter,3520
27444,SocialMedia,alethea shedrick,YouTube,6806
27445,SocialMedia,vern proto,YouTube,7482
27446,SocialMedia,jean mathena,YouTube,9698
27447,SocialMedia,jean mathena,Facebook,2001
27448,SocialMedia,alethea shedrick,YouTube,1677
27449,SocialMedia,jeri tardy,Instagram,1513
27450,SocialMedia,ozie rowan,Twitter,1152
27451,SocialMedia,davis calbert,LinkedIn,3672
27452,SocialMedia,ileen brungardt,Facebook,1978
27453,SocialMedia,jean mathena,LinkedIn,427
27454,SocialMedia,ozie rowan,YouTube,2158
27455,SocialMedia,randal blackshire,Twitter,5670
27456,SocialMedia,jeri tardy,Facebook,7681
27457,SocialMedia,florance yaeger,YouTube,1075
27458,SocialMedia,ivana stmartin,LinkedIn,5475
27459,SocialMedia,ivana stmartin,Twitter,5552
27460,SocialMedia,shari damelio,Instagram,5533
27461,SocialMedia,nathanial bridgers,LinkedIn,5472
27462,SocialMedia,ozie rowan,Facebook,2621
27463,SocialMedia,mirian scarbrough,Twitter,1124
27464,SocialMedia,clarinda sappington,YouTube,1744
27465,SocialMedia,rodney yale,LinkedIn,3596
27466,SocialMedia,ozie rowan,Instagram,6451
27467,SocialMedia,mirian scarbrough,LinkedIn,2156
27468,SocialMedia,clarinda sappington,LinkedIn,5429
27469,SocialMedia,ozie rowan,Twitter,5152
27470,SocialMedia,krystle blas,Instagram,7747
27471,SocialMedia,mirian scarbrough,Facebook,6113
27472,SocialMedia,ozie rowan,Twitter,3739
27473,SocialMedia,carlton casaus,YouTube,3228
27474,SocialMedia,davis calbert,YouTube,2017
27475,SocialMedia,jeri tardy,LinkedIn,321
27476,SocialMedia,vern proto,Facebook,5400
27477,SocialMedia,randal blackshire,Instagram,6461
27478,SocialMedia,nathanial bridgers,Twitter,9365
27479,SocialMedia,davis calbert,YouTube,8695
27480,SocialMedia,carlton casaus,Instagram,9894
27481,SocialMedia,vern proto,YouTube,6822
27482,SocialMedia,wally zamzow,Twitter,1387
27483,SocialMedia,jeri tardy,YouTube,216
27484,SocialMedia,ivana stmartin,Instagram,6789
27485,SocialMedia,florance yaeger,Facebook,6739
27486,SocialMedia,ileen brungardt,Facebook,8933
27487,SocialMedia,rodney yale,Instagram,202
27488,SocialMedia,clarinda sappington,Twitter,8369
27489,SocialMedia,carlton casaus,LinkedIn,7376
27490,SocialMedia,rodney yale,YouTube,5466
27491,SocialMedia,rodney yale,Facebook,6078
27492,SocialMedia,dot brautigam,Twitter,4793
27493,SocialMedia,shari damelio,Facebook,3402
27494,SocialMedia,clarinda sappington,Instagram,6802
27495,SocialMedia,ileen brungardt,LinkedIn,2535
27496,SocialMedia,vern proto,Twitter,2766
27497,SocialMedia,florance yaeger,Twitter,9840
27498,SocialMedia,clarinda sappington,Facebook,2073
27499,SocialMedia,shari damelio,YouTube,8870
27500,SocialMedia,jeri tardy,Instagram,9437
27501,SocialMedia,davis calbert,LinkedIn,4163
27502,SocialMedia,vern proto,Twitter,6158
27503,SocialMedia,mirian scarbrough,Instagram,1868
27504,SocialMedia,clarinda sappington,Instagram,2430
27505,SocialMedia,dot brautigam,LinkedIn,7147
27506,SocialMedia,ileen brungardt,Twitter,7132
27507,SocialMedia,ileen brungardt,YouTube,535
27508,SocialMedia,ivana stmartin,LinkedIn,8717
27509,SocialMedia,jean mathena,Twitter,2536
27510,SocialMedia,ileen brungardt,Instagram,900
27511,SocialMedia,rodney yale,Facebook,6791
27512,SocialMedia,ozie rowan,Facebook,790
27513,SocialMedia,randal blackshire,LinkedIn,7151
27514,SocialMedia,ozie rowan,Instagram,930
27515,SocialMedia,vern proto,Twitter,305
27516,SocialMedia,krystle blas,Twitter,9523
27517,SocialMedia,davis calbert,Instagram,8559
27518,SocialMedia,vern proto,Twitter,2957
27519,SocialMedia,carlton casaus,Facebook,766
27520,SocialMedia,nathanial bridgers,YouTube,3897
27521,SocialMedia,jeri tardy,Twitter,2823
27522,SocialMedia,clarinda sappington,LinkedIn,6507
27523,SocialMedia,clarinda sappington,Instagram,6386
27524,SocialMedia,vern proto,Instagram,8722
27525,SocialMedia,davis calbert,Twitter,4107
27526,SocialMedia,wally zamzow,YouTube,75
27527,SocialMedia,wally zamzow,LinkedIn,3708
27528,SocialMedia,davis calbert,Twitter,6005
27529,SocialMedia,jonas parkerson,LinkedIn,7867
27530,SocialMedia,dot brautigam,YouTube,5987
27531,SocialMedia,mirian scarbrough,LinkedIn,5103
27532,SocialMedia,carlton casaus,Facebook,7420
27533,SocialMedia,mirian scarbrough,YouTube,7201
27534,SocialMedia,shari damelio,Instagram,43
27535,SocialMedia,rodney yale,Twitter,36
27536,SocialMedia,jean mathena,Facebook,1586
27537,SocialMedia,florance yaeger,Facebook,8570
27538,SocialMedia,jonas parkerson,Instagram,7544
27539,SocialMedia,ivana stmartin,Instagram,6352
27540,SocialMedia,shari damelio,LinkedIn,7050
27541,SocialMedia,randal blackshire,YouTube,9353
27542,SocialMedia,wally zamzow,Twitter,9983
27543,SocialMedia,jonas parkerson,Instagram,1434
27544,SocialMedia,nathanial bridgers,Twitter,279
27545,SocialMedia,florance yaeger,YouTube,7
27546,SocialMedia,rodney yale,LinkedIn,1483
27547,SocialMedia,rodney yale,YouTube,6452
27548,SocialMedia,nathanial bridgers,Twitter,2600
27549,SocialMedia,vern proto,Facebook,3203
27550,SocialMedia,jeri tardy,Instagram,436
27551,SocialMedia,nathanial bridgers,YouTube,3865
27552,SocialMedia,alethea shedrick,Twitter,8744
27553,SocialMedia,clarinda sappington,Facebook,1633
27554,SocialMedia,krystle blas,LinkedIn,1382
27555,SocialMedia,dot brautigam,YouTube,9007
27556,SocialMedia,shari damelio,Twitter,9006
27557,SocialMedia,ileen brungardt,LinkedIn,7594
27558,SocialMedia,ivana stmartin,Facebook,9595
27559,SocialMedia,ozie rowan,Instagram,8666
27560,SocialMedia,ozie rowan,Twitter,5112
27561,SocialMedia,mirian scarbrough,YouTube,6946
27562,SocialMedia,ivana stmartin,YouTube,4327
27563,SocialMedia,wally zamzow,Twitter,111
27564,SocialMedia,carlton casaus,Facebook,9449
27565,SocialMedia,krystle blas,LinkedIn,3566
27566,SocialMedia,ozie rowan,YouTube,6351
27567,SocialMedia,florance yaeger,Instagram,7599
27568,SocialMedia,jean mathena,LinkedIn,4194
27569,SocialMedia,vern proto,Facebook,7471
27570,SocialMedia,florance yaeger,YouTube,1833
27571,SocialMedia,florance yaeger,Twitter,5905
27572,SocialMedia,shari damelio,Facebook,7044
27573,SocialMedia,ivana stmartin,Twitter,5321
27574,SocialMedia,vern proto,Instagram,4711
27575,SocialMedia,ozie rowan,LinkedIn,4012
27576,SocialMedia,nathanial bridgers,Twitter,5377
27577,SocialMedia,vern proto,YouTube,9449
27578,SocialMedia,nathanial bridgers,YouTube,7921
27579,SocialMedia,rodney yale,Instagram,3759
27580,SocialMedia,clarinda sappington,Facebook,5948
27581,SocialMedia,carlton casaus,YouTube,4915
27582,SocialMedia,rodney yale,Instagram,6501
27583,SocialMedia,ozie rowan,LinkedIn,5764
27584,SocialMedia,ozie rowan,Facebook,6841
27585,SocialMedia,rodney yale,Twitter,5746
27586,SocialMedia,ivana stmartin,Facebook,2103
27587,SocialMedia,clarinda sappington,YouTube,4713
27588,SocialMedia,davis calbert,Facebook,7803
27589,SocialMedia,mirian scarbrough,LinkedIn,8751
27590,SocialMedia,krystle blas,YouTube,4342
27591,SocialMedia,jeri tardy,Twitter,9773
27592,SocialMedia,carlton casaus,Instagram,5576
27593,SocialMedia,florance yaeger,LinkedIn,5853
27594,SocialMedia,florance yaeger,Instagram,9783
27595,SocialMedia,alethea shedrick,Twitter,9075
27596,SocialMedia,mirian scarbrough,Facebook,6402
27597,SocialMedia,jonas parkerson,YouTube,9206
27598,SocialMedia,clarinda sappington,Instagram,8623
27599,SocialMedia,randal blackshire,Twitter,4174
27600,SocialMedia,jeri tardy,YouTube,1920
27601,SocialMedia,nathanial bridgers,Twitter,5707
27602,SocialMedia,dot brautigam,YouTube,1558
27603,SocialMedia,clarinda sappington,Instagram,9289
27604,SocialMedia,jeri tardy,LinkedIn,8040
27605,SocialMedia,carlton casaus,Facebook,1554
27606,SocialMedia,nathanial bridgers,YouTube,7524
27607,SocialMedia,rodney yale,Facebook,1409
27608,SocialMedia,mirian scarbrough,YouTube,5909
27609,SocialMedia,jonas parkerson,Facebook,4598
27610,SocialMedia,alethea shedrick,LinkedIn,3802
27611,SocialMedia,florance yaeger,Instagram,5623
27612,SocialMedia,dot brautigam,YouTube,5103
27613,SocialMedia,rodney yale,Instagram,6398
27614,SocialMedia,rodney yale,Facebook,6222
27615,SocialMedia,florance yaeger,Facebook,5714
27616,SocialMedia,clarinda sappington,YouTube,9769
27617,SocialMedia,rodney yale,LinkedIn,7756
27618,SocialMedia,nathanial bridgers,Twitter,9050
27619,SocialMedia,shari damelio,YouTube,7445
